patch_slug,patch_name,source_url,source_kind,item_index,item_type,section_h2,section_h3,section_h4,text
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,346,p,PATCH NOTES,MODES,,Revival: LTM ft. New Respawn Mechanic
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,347,li,PATCH NOTES,MODES,,Respawn into a skydive near your teammates as long as one teammate is still alive
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,348,li,PATCH NOTES,MODES,,"If all players die, the team is eliminated"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,349,li,PATCH NOTES,MODES,,Respawn Timers: Respawn timers increase with each passing round Respawn timers for your squad increase each time a squadmate dies Respawn timers decrease when squad members: Deal damage Earn knockdowns Earn kills Execute enemies
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,350,li,PATCH NOTES,MODES,,Respawn timers increase with each passing round
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,351,li,PATCH NOTES,MODES,,Respawn timers for your squad increase each time a squadmate dies
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,352,li,PATCH NOTES,MODES,,Respawn timers decrease when squad members: Deal damage Earn knockdowns Earn kills Execute enemies
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,353,li,PATCH NOTES,MODES,,Deal damage
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,354,li,PATCH NOTES,MODES,,Earn knockdowns
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,355,li,PATCH NOTES,MODES,,Earn kills
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,356,li,PATCH NOTES,MODES,,Execute enemies
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,357,li,PATCH NOTES,MODES,,Killing an enemy will reveal their squadmates for a brief time
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,358,li,PATCH NOTES,MODES,,Players start with blue knockdown shields (knockdown shields removed from the loot pool)
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,359,li,PATCH NOTES,MODES,,Respawning ends and all deaths are final upon reaching a specific round Trios Revival: Respawning ends at Round 5 Straight Shot Revival: Respawning ends at Round 4
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,360,li,PATCH NOTES,MODES,,Trios Revival: Respawning ends at Round 5
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,361,li,PATCH NOTES,MODES,,Straight Shot Revival: Respawning ends at Round 4
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,362,p,PATCH NOTES,MODES,,"Straight Shot Revival (Starts August 20, 2024)"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,363,li,PATCH NOTES,MODES,,Straight Shot returns as Straight Shot Revival
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,364,li,PATCH NOTES,MODES,,Features new respawn mechanic found in Trios Revival
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,365,li,PATCH NOTES,MODES,,Akimbo P2020 and Mozambique replace the single versions in loot
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,366,li,PATCH NOTES,MODES,,Enemy Highlight and Enemy Health Bars are enabled
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,367,li,PATCH NOTES,MODES,,Purple and gold tier LMGs will include the new Gun Shield Generator hop-up
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,368,h3,PATCH NOTES,MIXTAPE,,MIXTAPE
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,369,li,PATCH NOTES,MIXTAPE,,"Akimbo weapons added into all Mixtape Loadouts and Gun Run R99 moves out of all loadouts, replaced with akimbo weapon variants"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,370,li,PATCH NOTES,MIXTAPE,,"R99 moves out of all loadouts, replaced with akimbo weapon variants"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,371,li,PATCH NOTES,MIXTAPE,,"Mixtape Map Rotations August 6-12, 2024 TDM: Skull Town, Habitat Control: Thunderdome, Production Yard Gun Run: The Core, Monument August 13-19, 2024 Control: Barometer, Lava Siphon Gun Run: Fragment, Skull Town Lockdown: Zeus Station, Thunderdome August 20-26, 2024 TDM: Habitat, The Core Control: Barometer, Lava Siphon Gun Run: Fragment, Skull Town August 27-September 2, 2024 TDM: Habitat, Skull Town Control: Production Yard, Thunderdome Gun Run: The Core, Wattson September 3-9, 2024 TDM: Habitat, The Core Control: Barometer, Lava Siphon Gun Run: Fragment, Skull Town September 10-16, 2024 TDM: Skull Town, Zeus Station Control: Production Yard, Thunderdome Gun Run: The Core, Wattson"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,372,li,PATCH NOTES,MIXTAPE,,"August 6-12, 2024 TDM: Skull Town, Habitat Control: Thunderdome, Production Yard Gun Run: The Core, Monument"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,373,li,PATCH NOTES,MIXTAPE,,"TDM: Skull Town, Habitat"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,374,li,PATCH NOTES,MIXTAPE,,"Control: Thunderdome, Production Yard"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,375,li,PATCH NOTES,MIXTAPE,,"Gun Run: The Core, Monument"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,376,li,PATCH NOTES,MIXTAPE,,"August 13-19, 2024 Control: Barometer, Lava Siphon Gun Run: Fragment, Skull Town Lockdown: Zeus Station, Thunderdome"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,377,li,PATCH NOTES,MIXTAPE,,"Control: Barometer, Lava Siphon"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,378,li,PATCH NOTES,MIXTAPE,,"Gun Run: Fragment, Skull Town"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,379,li,PATCH NOTES,MIXTAPE,,"Lockdown: Zeus Station, Thunderdome"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,380,li,PATCH NOTES,MIXTAPE,,"August 20-26, 2024 TDM: Habitat, The Core Control: Barometer, Lava Siphon Gun Run: Fragment, Skull Town"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,381,li,PATCH NOTES,MIXTAPE,,"TDM: Habitat, The Core"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,382,li,PATCH NOTES,MIXTAPE,,"Control: Barometer, Lava Siphon"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,383,li,PATCH NOTES,MIXTAPE,,"Gun Run: Fragment, Skull Town"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,384,li,PATCH NOTES,MIXTAPE,,"August 27-September 2, 2024 TDM: Habitat, Skull Town Control: Production Yard, Thunderdome Gun Run: The Core, Wattson"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,385,li,PATCH NOTES,MIXTAPE,,"TDM: Habitat, Skull Town"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,386,li,PATCH NOTES,MIXTAPE,,"Control: Production Yard, Thunderdome"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,387,li,PATCH NOTES,MIXTAPE,,"Gun Run: The Core, Wattson"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,388,li,PATCH NOTES,MIXTAPE,,"September 3-9, 2024 TDM: Habitat, The Core Control: Barometer, Lava Siphon Gun Run: Fragment, Skull Town"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,389,li,PATCH NOTES,MIXTAPE,,"TDM: Habitat, The Core"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,390,li,PATCH NOTES,MIXTAPE,,"Control: Barometer, Lava Siphon"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,391,li,PATCH NOTES,MIXTAPE,,"Gun Run: Fragment, Skull Town"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,392,li,PATCH NOTES,MIXTAPE,,"September 10-16, 2024 TDM: Skull Town, Zeus Station Control: Production Yard, Thunderdome Gun Run: The Core, Wattson"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,393,li,PATCH NOTES,MIXTAPE,,"TDM: Skull Town, Zeus Station"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,394,li,PATCH NOTES,MIXTAPE,,"Control: Production Yard, Thunderdome"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,395,li,PATCH NOTES,MIXTAPE,,"Gun Run: The Core, Wattson"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,396,li,PATCH NOTES,MIXTAPE,,"LTM: Akimbo & LMG Only Loadouts August 13-19, 2024 TDM: Habitat, Skull Town, The Core, Zeus Station August 30-September 3, 2024 Weekend of Lockdown Gameplay Rules: decreased Ult charge while capturing points Zeus Station, Monument, Skull Town, The Core, Thunderdome September 3-9, 2024 Big TDM Gameplay Rules 15 Minute Time Limit Score limit increased to 75 Shield Regen activates on kills Thunderdome, Habitat, Zeus Station, Skull Town, Fragment, The Core"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,397,li,PATCH NOTES,MIXTAPE,,"August 13-19, 2024 TDM: Habitat, Skull Town, The Core, Zeus Station"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,398,li,PATCH NOTES,MIXTAPE,,"TDM: Habitat, Skull Town, The Core, Zeus Station"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,399,li,PATCH NOTES,MIXTAPE,,"August 30-September 3, 2024 Weekend of Lockdown Gameplay Rules: decreased Ult charge while capturing points Zeus Station, Monument, Skull Town, The Core, Thunderdome"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,400,li,PATCH NOTES,MIXTAPE,,Weekend of Lockdown
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,401,li,PATCH NOTES,MIXTAPE,,Gameplay Rules: decreased Ult charge while capturing points
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,402,li,PATCH NOTES,MIXTAPE,,"Zeus Station, Monument, Skull Town, The Core, Thunderdome"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,403,li,PATCH NOTES,MIXTAPE,,"September 3-9, 2024 Big TDM Gameplay Rules 15 Minute Time Limit Score limit increased to 75 Shield Regen activates on kills Thunderdome, Habitat, Zeus Station, Skull Town, Fragment, The Core"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,404,li,PATCH NOTES,MIXTAPE,,Big TDM
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,405,li,PATCH NOTES,MIXTAPE,,Gameplay Rules 15 Minute Time Limit Score limit increased to 75 Shield Regen activates on kills
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,406,li,PATCH NOTES,MIXTAPE,,15 Minute Time Limit
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,407,li,PATCH NOTES,MIXTAPE,,Score limit increased to 75
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,408,li,PATCH NOTES,MIXTAPE,,Shield Regen activates on kills
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,409,li,PATCH NOTES,MIXTAPE,,"Thunderdome, Habitat, Zeus Station, Skull Town, Fragment, The Core"
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,410,h3,PATCH NOTES,NEW PLAYER EXPERIENCE,,NEW PLAYER EXPERIENCE
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,411,p,PATCH NOTES,NEW PLAYER EXPERIENCE,,Welcome Pass and Challenges
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,412,li,PATCH NOTES,NEW PLAYER EXPERIENCE,,For new accounts created after the launch of Shockwave
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,413,li,PATCH NOTES,NEW PLAYER EXPERIENCE,,Complete Welcome Challenges to progress through the Welcome Pass Challenges can be completed in any BR mode and Bot Royale Unique set of challenges designed around foundational skills Welcome Challenges do not refresh
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,414,li,PATCH NOTES,NEW PLAYER EXPERIENCE,,Challenges can be completed in any BR mode and Bot Royale
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,415,li,PATCH NOTES,NEW PLAYER EXPERIENCE,,Unique set of challenges designed around foundational skills
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,416,li,PATCH NOTES,NEW PLAYER EXPERIENCE,,Welcome Challenges do not refresh
shockwave,Shockwave,https://www.ea.com/games/apex-legends/apex-legends/news/shockwave-patch-notes,patch_notes,417,li,PATCH NOTES,NEW PLAYER EXPERIENCE,,"Receive rewards for reaching each level of the Welcome Pass If the player already has the reward in their inventory, they will receive the Crafting Metals value instead"
